,test_benchmark,model,score,value,train_benchmark,fold,sample_count_dimension_factor,budget,d_model,d_k,d_v,fc_size,n_heads,d_ff,n_layers
0,train,transformer,MSE,0.14490000903606415,random_no_constants,0,50,30,70,50,50,40,1,80,3
1,train,transformer,Misrankings score,0.5311546946985919,random_no_constants,0,50,30,70,50,50,40,1,80,3
2,train,transformer,Loss,0.6749832017573347,random_no_constants,0,50,30,70,50,50,40,1,80,3
3,train,dummy,MSE,0.13540922105312347,random_no_constants,0,50,30,70,50,50,40,1,80,3
4,train,dummy,Misrankings score,0.5745165790669002,random_no_constants,0,50,30,70,50,50,40,1,80,3
5,train,dummy,Loss,0.7367084257620142,random_no_constants,0,50,30,70,50,50,40,1,80,3
6,val,transformer,MSE,0.14778797328472137,random_no_constants,0,50,30,70,50,50,40,1,80,3
7,val,transformer,Misrankings score,0.5366666666666666,random_no_constants,0,50,30,70,50,50,40,1,80,3
8,val,transformer,Loss,0.6634610667050523,random_no_constants,0,50,30,70,50,50,40,1,80,3
9,val,dummy,MSE,0.14231957495212555,random_no_constants,0,50,30,70,50,50,40,1,80,3
10,val,dummy,Misrankings score,0.5690151515151515,random_no_constants,0,50,30,70,50,50,40,1,80,3
11,val,dummy,Loss,0.7045327547223471,random_no_constants,0,50,30,70,50,50,40,1,80,3
12,tune,transformer,MSE,0.14433670043945312,random_no_constants,0,50,30,70,50,50,40,1,80,3
13,tune,transformer,Misrankings score,0.542363937886326,random_no_constants,0,50,30,70,50,50,40,1,80,3
14,tune,transformer,Loss,0.671878423388274,random_no_constants,0,50,30,70,50,50,40,1,80,3
15,tune,dummy,MSE,0.13654017448425293,random_no_constants,0,50,30,70,50,50,40,1,80,3
16,tune,dummy,Misrankings score,0.5840494497210915,random_no_constants,0,50,30,70,50,50,40,1,80,3
17,tune,dummy,Loss,0.7310878302034259,random_no_constants,0,50,30,70,50,50,40,1,80,3
18,test,transformer,MSE,0.14433670043945312,random_no_constants,0,50,30,70,50,50,40,1,80,3
19,test,transformer,Misrankings score,0.542363937886326,random_no_constants,0,50,30,70,50,50,40,1,80,3
20,test,transformer,Loss,0.671878423388274,random_no_constants,0,50,30,70,50,50,40,1,80,3
21,test,dummy,MSE,0.13654017448425293,random_no_constants,0,50,30,70,50,50,40,1,80,3
22,test,dummy,Misrankings score,0.5840494497210915,random_no_constants,0,50,30,70,50,50,40,1,80,3
23,test,dummy,Loss,0.7310878302034259,random_no_constants,0,50,30,70,50,50,40,1,80,3
24,test,ELA,Loss,0.892508038171901,random_no_constants,0,50,30,70,50,50,40,1,80,3
0,train,transformer,MSE,0.14815737307071686,random_no_constants,1,50,30,80,50,50,60,3,20,2
1,train,transformer,Misrankings score,0.5390711180325741,random_no_constants,1,50,30,80,50,50,60,3,20,2
2,train,transformer,Loss,0.7155093737580308,random_no_constants,1,50,30,80,50,50,60,3,20,2
3,train,dummy,MSE,0.13726173341274261,random_no_constants,1,50,30,80,50,50,60,3,20,2
4,train,dummy,Misrankings score,0.5748166893777172,random_no_constants,1,50,30,80,50,50,60,3,20,2
5,train,dummy,Loss,0.7227485012961282,random_no_constants,1,50,30,80,50,50,60,3,20,2
6,val,transformer,MSE,0.14781752228736877,random_no_constants,1,50,30,80,50,50,60,3,20,2
7,val,transformer,Misrankings score,0.5312878787878788,random_no_constants,1,50,30,80,50,50,60,3,20,2
8,val,transformer,Loss,0.7129347483090551,random_no_constants,1,50,30,80,50,50,60,3,20,2
9,val,dummy,MSE,0.1307540386915207,random_no_constants,1,50,30,80,50,50,60,3,20,2
10,val,dummy,Misrankings score,0.5599242424242424,random_no_constants,1,50,30,80,50,50,60,3,20,2
11,val,dummy,Loss,0.7255801452568721,random_no_constants,1,50,30,80,50,50,60,3,20,2
12,tune,transformer,MSE,0.15352261066436768,random_no_constants,1,50,30,80,50,50,60,3,20,2
13,tune,transformer,Misrankings score,0.5353535353535354,random_no_constants,1,50,30,80,50,50,60,3,20,2
14,tune,transformer,Loss,0.7318094478959895,random_no_constants,1,50,30,80,50,50,60,3,20,2
15,tune,dummy,MSE,0.13832910358905792,random_no_constants,1,50,30,80,50,50,60,3,20,2
