,test_benchmark,model,score,value,train_benchmark,fold,sample_count_dimension_factor,budget,d_model,d_k,d_v,fc_size,n_heads,d_ff,n_layers
0,train,transformer,MSE,0.14830365777015686,random_no_constants,0,50,50,100,20,30,100,1,40,2
1,train,transformer,Misrankings score,0.5603528546924773,random_no_constants,0,50,50,100,20,30,100,1,40,2
2,train,transformer,Loss,0.7494663455739602,random_no_constants,0,50,50,100,20,30,100,1,40,2
3,train,dummy,MSE,0.1421055942773819,random_no_constants,0,50,50,100,20,30,100,1,40,2
4,train,dummy,Misrankings score,0.5800865800865801,random_no_constants,0,50,50,100,20,30,100,1,40,2
5,train,dummy,Loss,0.7451653507252498,random_no_constants,0,50,50,100,20,30,100,1,40,2
6,val,transformer,MSE,0.14242082834243774,random_no_constants,0,50,50,100,20,30,100,1,40,2
7,val,transformer,Misrankings score,0.5628902086188519,random_no_constants,0,50,50,100,20,30,100,1,40,2
8,val,transformer,Loss,0.7537624431878862,random_no_constants,0,50,50,100,20,30,100,1,40,2
9,val,dummy,MSE,0.13831239938735962,random_no_constants,0,50,50,100,20,30,100,1,40,2
10,val,dummy,Misrankings score,0.5801735952489722,random_no_constants,0,50,50,100,20,30,100,1,40,2
11,val,dummy,Loss,0.7409845210883123,random_no_constants,0,50,50,100,20,30,100,1,40,2
12,tune,transformer,MSE,0.15605653822422028,random_no_constants,0,50,50,100,20,30,100,1,40,2
13,tune,transformer,Misrankings score,0.55207857469164,random_no_constants,0,50,50,100,20,30,100,1,40,2
14,tune,transformer,Loss,0.7662145959715027,random_no_constants,0,50,50,100,20,30,100,1,40,2
15,tune,dummy,MSE,0.14879783987998962,random_no_constants,0,50,50,100,20,30,100,1,40,2
16,tune,dummy,Misrankings score,0.5675346429115273,random_no_constants,0,50,50,100,20,30,100,1,40,2
17,tune,dummy,Loss,0.7527484539981872,random_no_constants,0,50,50,100,20,30,100,1,40,2
18,test,transformer,MSE,0.15605653822422028,random_no_constants,0,50,50,100,20,30,100,1,40,2
19,test,transformer,Misrankings score,0.55207857469164,random_no_constants,0,50,50,100,20,30,100,1,40,2
20,test,transformer,Loss,0.7662145959715027,random_no_constants,0,50,50,100,20,30,100,1,40,2
21,test,dummy,MSE,0.14879783987998962,random_no_constants,0,50,50,100,20,30,100,1,40,2
22,test,dummy,Misrankings score,0.5675346429115273,random_no_constants,0,50,50,100,20,30,100,1,40,2
23,test,dummy,Loss,0.7527484539981872,random_no_constants,0,50,50,100,20,30,100,1,40,2
24,test,ELA,Loss,0.9389756761008187,random_no_constants,0,50,50,100,20,30,100,1,40,2
0,train,transformer,MSE,0.07716082781553268,random_no_constants,1,50,50,80,50,40,100,2,40,3
1,train,transformer,Misrankings score,0.7196683819325329,random_no_constants,1,50,50,80,50,40,100,2,40,3
2,train,transformer,Loss,0.8875977638155016,random_no_constants,1,50,50,80,50,40,100,2,40,3
3,train,dummy,MSE,0.1431557685136795,random_no_constants,1,50,50,80,50,40,100,2,40,3
4,train,dummy,Misrankings score,0.5764518500367557,random_no_constants,1,50,50,80,50,40,100,2,40,3
5,train,dummy,Loss,0.74140927043512,random_no_constants,1,50,50,80,50,40,100,2,40,3
6,val,transformer,MSE,0.08007203042507172,random_no_constants,1,50,50,80,50,40,100,2,40,3
7,val,transformer,Misrankings score,0.7129587330592355,random_no_constants,1,50,50,80,50,40,100,2,40,3
8,val,transformer,Loss,0.9015061158237415,random_no_constants,1,50,50,80,50,40,100,2,40,3
9,val,dummy,MSE,0.14058692753314972,random_no_constants,1,50,50,80,50,40,100,2,40,3
10,val,dummy,Misrankings score,0.5800974569818791,random_no_constants,1,50,50,80,50,40,100,2,40,3
11,val,dummy,Loss,0.7864763664387237,random_no_constants,1,50,50,80,50,40,100,2,40,3
12,tune,transformer,MSE,0.0898648276925087,random_no_constants,1,50,50,80,50,40,100,2,40,3
13,tune,transformer,Misrankings score,0.715699710674585,random_no_constants,1,50,50,80,50,40,100,2,40,3
14,tune,transformer,Loss,0.9008458388235125,random_no_constants,1,50,50,80,50,40,100,2,40,3
15,tune,dummy,MSE,0.13820625841617584,random_no_constants,1,50,50,80,50,40,100,2,40,3
16,tune,dummy,Misrankings score,0.5737018425460636,random_no_constants,1,50,50,80,50,40,100,2,40,3
17,tune,dummy,Loss,0.7546442343678141,random_no_constants,1,50,50,80,50,40,100,2,40,3
18,test,transformer,MSE,0.0898648276925087,random_no_constants,1,50,50,80,50,40,100,2,40,3
19,test,transformer,Misrankings score,0.715699710674585,random_no_constants,1,50,50,80,50,40,100,2,40,3
20,test,transformer,Loss,0.9008458388235125,random_no_constants,1,50,50,80,50,40,100,2,40,3
21,test,dummy,MSE,0.13820625841617584,random_no_constants,1,50,50,80,50,40,100,2,40,3
22,test,dummy,Misrankings score,0.5737018425460636,random_no_constants,1,50,50,80,50,40,100,2,40,3
23,test,dummy,Loss,0.7546442343678141,random_no_constants,1,50,50,80,50,40,100,2,40,3
24,test,ELA,Loss,0.9235985746480927,random_no_constants,1,50,50,80,50,40,100,2,40,3
0,train,transformer,MSE,0.09073827415704727,random_no_constants,2,50,50,50,40,20,80,1,100,3
1,train,transformer,Misrankings score,0.7053744997141224,random_no_constants,2,50,50,50,40,20,80,1,100,3
2,train,transformer,Loss,0.8757346780678847,random_no_constants,2,50,50,50,40,20,80,1,100,3
3,train,dummy,MSE,0.14197970926761627,random_no_constants,2,50,50,50,40,20,80,1,100,3
4,train,dummy,Misrankings score,0.5739279588336192,random_no_constants,2,50,50,50,40,20,80,1,100,3
5,train,dummy,Loss,0.7422985224573186,random_no_constants,2,50,50,50,40,20,80,1,100,3
6,val,transformer,MSE,0.08618730306625366,random_no_constants,2,50,50,50,40,20,80,1,100,3
7,val,transformer,Misrankings score,0.7158519872087711,random_no_constants,2,50,50,50,40,20,80,1,100,3
8,val,transformer,Loss,0.9128793822346031,random_no_constants,2,50,50,50,40,20,80,1,100,3
9,val,dummy,MSE,0.1409529447555542,random_no_constants,2,50,50,50,40,20,80,1,100,3
10,val,dummy,Misrankings score,0.5752246078879245,random_no_constants,2,50,50,50,40,20,80,1,100,3
11,val,dummy,Loss,0.7538740942834844,random_no_constants,2,50,50,50,40,20,80,1,100,3
12,tune,transformer,MSE,0.09322118759155273,random_no_constants,2,50,50,50,40,20,80,1,100,3
13,tune,transformer,Misrankings score,0.700624333790163,random_no_constants,2,50,50,50,40,20,80,1,100,3
