,test_benchmark,model,score,value,train_benchmark,fold,sample_count_dimension_factor,budget,d_model,d_k,d_v,fc_size,n_heads,d_ff,n_layers
18,test,transformer,MSE,0.08138963580131531,random_no_constants,3,50,10,80,20,20,100,2,20,3
19,test,transformer,Misrankings score,0.785240464344942,random_no_constants,3,50,10,80,20,20,100,2,20,3
20,test,transformer,Loss,0.9389334484133754,random_no_constants,3,50,10,80,20,20,100,2,20,3
21,test,dummy,MSE,0.10162182152271271,random_no_constants,3,50,10,80,20,20,100,2,20,3
22,test,dummy,Misrankings score,0.7653399668325042,random_no_constants,3,50,10,80,20,20,100,2,20,3
23,test,dummy,Loss,0.9389334484133754,random_no_constants,3,50,10,80,20,20,100,2,20,3
24,test,ELA,Loss,0.959908000078484,random_no_constants,3,50,10,80,20,20,100,2,20,3
0,train,transformer,MSE,0.09862227737903595,random_no_constants,4,50,10,30,10,30,100,3,60,2
1,train,transformer,Misrankings score,0.7650623885918003,random_no_constants,4,50,10,30,10,30,100,3,60,2
2,train,transformer,Loss,0.9342686248101276,random_no_constants,4,50,10,30,10,30,100,3,60,2
3,train,dummy,MSE,0.10371185094118118,random_no_constants,4,50,10,30,10,30,100,3,60,2
4,train,dummy,Misrankings score,0.7599821746880571,random_no_constants,4,50,10,30,10,30,100,3,60,2
5,train,dummy,Loss,0.9342686248101276,random_no_constants,4,50,10,30,10,30,100,3,60,2
6,val,transformer,MSE,0.09258302301168442,random_no_constants,4,50,10,30,10,30,100,3,60,2
7,val,transformer,Misrankings score,0.7966666666666666,random_no_constants,4,50,10,30,10,30,100,3,60,2
8,val,transformer,Loss,0.9371274702691152,random_no_constants,4,50,10,30,10,30,100,3,60,2
9,val,dummy,MSE,0.0967271476984024,random_no_constants,4,50,10,30,10,30,100,3,60,2
10,val,dummy,Misrankings score,0.7841666666666667,random_no_constants,4,50,10,30,10,30,100,3,60,2
11,val,dummy,Loss,0.9371274702691152,random_no_constants,4,50,10,30,10,30,100,3,60,2
12,tune,transformer,MSE,0.10259075462818146,random_no_constants,4,50,10,30,10,30,100,3,60,2
13,tune,transformer,Misrankings score,0.7570480928689884,random_no_constants,4,50,10,30,10,30,100,3,60,2
14,tune,transformer,Loss,0.942023968559208,random_no_constants,4,50,10,30,10,30,100,3,60,2
15,tune,dummy,MSE,0.10588569194078445,random_no_constants,4,50,10,30,10,30,100,3,60,2
16,tune,dummy,Misrankings score,0.7553897180762852,random_no_constants,4,50,10,30,10,30,100,3,60,2
17,tune,dummy,Loss,0.942023968559208,random_no_constants,4,50,10,30,10,30,100,3,60,2
18,test,transformer,MSE,0.10259075462818146,random_no_constants,4,50,10,30,10,30,100,3,60,2
19,test,transformer,Misrankings score,0.7570480928689884,random_no_constants,4,50,10,30,10,30,100,3,60,2
20,test,transformer,Loss,0.942023968559208,random_no_constants,4,50,10,30,10,30,100,3,60,2
21,test,dummy,MSE,0.10588569194078445,random_no_constants,4,50,10,30,10,30,100,3,60,2
22,test,dummy,Misrankings score,0.7553897180762852,random_no_constants,4,50,10,30,10,30,100,3,60,2
23,test,dummy,Loss,0.942023968559208,random_no_constants,4,50,10,30,10,30,100,3,60,2
24,test,ELA,Loss,0.9517324965825693,random_no_constants,4,50,10,30,10,30,100,3,60,2
0,train,transformer,MSE,0.07208768278360367,random_no_constants,5,50,10,40,20,50,80,1,60,2
1,train,transformer,Misrankings score,0.8141711229946524,random_no_constants,5,50,10,40,20,50,80,1,60,2
2,train,transformer,Loss,0.9371925526150043,random_no_constants,5,50,10,40,20,50,80,1,60,2
3,train,dummy,MSE,0.10242629051208496,random_no_constants,5,50,10,40,20,50,80,1,60,2
4,train,dummy,Misrankings score,0.7639928698752229,random_no_constants,5,50,10,40,20,50,80,1,60,2
5,train,dummy,Loss,0.9371925526150043,random_no_constants,5,50,10,40,20,50,80,1,60,2
6,val,transformer,MSE,0.08308756351470947,random_no_constants,5,50,10,40,20,50,80,1,60,2
7,val,transformer,Misrankings score,0.8,random_no_constants,5,50,10,40,20,50,80,1,60,2
8,val,transformer,Loss,0.9236197295955486,random_no_constants,5,50,10,40,20,50,80,1,60,2
9,val,dummy,MSE,0.11065377295017242,random_no_constants,5,50,10,40,20,50,80,1,60,2
10,val,dummy,Misrankings score,0.7483333333333333,random_no_constants,5,50,10,40,20,50,80,1,60,2
11,val,dummy,Loss,0.9236197295955486,random_no_constants,5,50,10,40,20,50,80,1,60,2
12,tune,transformer,MSE,0.07722054421901703,random_no_constants,5,50,10,40,20,50,80,1,60,2
13,tune,transformer,Misrankings score,0.8225538971807629,random_no_constants,5,50,10,40,20,50,80,1,60,2
14,tune,transformer,Loss,0.935763503818915,random_no_constants,5,50,10,40,20,50,80,1,60,2
15,tune,dummy,MSE,0.10117587447166443,random_no_constants,5,50,10,40,20,50,80,1,60,2
16,tune,dummy,Misrankings score,0.7802653399668324,random_no_constants,5,50,10,40,20,50,80,1,60,2
17,tune,dummy,Loss,0.935763503818915,random_no_constants,5,50,10,40,20,50,80,1,60,2
18,test,transformer,MSE,0.07722054421901703,random_no_constants,5,50,10,40,20,50,80,1,60,2
19,test,transformer,Misrankings score,0.8225538971807629,random_no_constants,5,50,10,40,20,50,80,1,60,2
20,test,transformer,Loss,0.935763503818915,random_no_constants,5,50,10,40,20,50,80,1,60,2
21,test,dummy,MSE,0.10117587447166443,random_no_constants,5,50,10,40,20,50,80,1,60,2
22,test,dummy,Misrankings score,0.7802653399668324,random_no_constants,5,50,10,40,20,50,80,1,60,2
23,test,dummy,Loss,0.935763503818915,random_no_constants,5,50,10,40,20,50,80,1,60,2
24,test,ELA,Loss,0.9369836047110153,random_no_constants,5,50,10,40,20,50,80,1,60,2
0,train,transformer,MSE,0.07947171479463577,random_no_constants,6,50,10,70,20,40,80,1,40,2
1,train,transformer,Misrankings score,0.8101604278074866,random_no_constants,6,50,10,70,20,40,80,1,40,2
2,train,transformer,Loss,0.934354950834713,random_no_constants,6,50,10,70,20,40,80,1,40,2
3,train,dummy,MSE,0.10364050418138504,random_no_constants,6,50,10,70,20,40,80,1,40,2
4,train,dummy,Misrankings score,0.7600713012477719,random_no_constants,6,50,10,70,20,40,80,1,40,2
5,train,dummy,Loss,0.934354950834713,random_no_constants,6,50,10,70,20,40,80,1,40,2
6,val,transformer,MSE,0.0790846198797226,random_no_constants,6,50,10,70,20,40,80,1,40,2
7,val,transformer,Misrankings score,0.8066666666666666,random_no_constants,6,50,10,70,20,40,80,1,40,2
8,val,transformer,Loss,0.9430317811547866,random_no_constants,6,50,10,70,20,40,80,1,40,2
9,val,dummy,MSE,0.10018593072891235,random_no_constants,6,50,10,70,20,40,80,1,40,2
10,val,dummy,Misrankings score,0.7691666666666667,random_no_constants,6,50,10,70,20,40,80,1,40,2
11,val,dummy,Loss,0.9430317811547866,random_no_constants,6,50,10,70,20,40,80,1,40,2
12,tune,transformer,MSE,0.07965634763240814,random_no_constants,6,50,10,70,20,40,80,1,40,2
13,tune,transformer,Misrankings score,0.8175787728026535,random_no_constants,6,50,10,70,20,40,80,1,40,2
14,tune,transformer,Loss,0.944597307834004,random_no_constants,6,50,10,70,20,40,80,1,40,2
15,tune,dummy,MSE,0.10287389159202576,random_no_constants,6,50,10,70,20,40,80,1,40,2
16,tune,dummy,Misrankings score,0.7653399668325042,random_no_constants,6,50,10,70,20,40,80,1,40,2
17,tune,dummy,Loss,0.944597307834004,random_no_constants,6,50,10,70,20,40,80,1,40,2
18,test,transformer,MSE,0.07965634763240814,random_no_constants,6,50,10,70,20,40,80,1,40,2
19,test,transformer,Misrankings score,0.8175787728026535,random_no_constants,6,50,10,70,20,40,80,1,40,2
20,test,transformer,Loss,0.944597307834004,random_no_constants,6,50,10,70,20,40,80,1,40,2
21,test,dummy,MSE,0.10287389159202576,random_no_constants,6,50,10,70,20,40,80,1,40,2
22,test,dummy,Misrankings score,0.7653399668325042,random_no_constants,6,50,10,70,20,40,80,1,40,2
23,test,dummy,Loss,0.944597307834004,random_no_constants,6,50,10,70,20,40,80,1,40,2
24,test,ELA,Loss,0.953442180585964,random_no_constants,6,50,10,70,20,40,80,1,40,2
0,train,transformer,MSE,0.11033368110656738,random_no_constants,7,50,10,40,30,40,100,2,40,3
1,train,transformer,Misrankings score,0.7508021390374332,random_no_constants,7,50,10,40,30,40,100,2,40,3
2,train,transformer,Loss,0.9386674800520536,random_no_constants,7,50,10,40,30,40,100,2,40,3
3,train,dummy,MSE,0.10143425315618515,random_no_constants,7,50,10,40,30,40,100,2,40,3
4,train,dummy,Misrankings score,0.7640819964349376,random_no_constants,7,50,10,40,30,40,100,2,40,3
5,train,dummy,Loss,0.9386674800520536,random_no_constants,7,50,10,40,30,40,100,2,40,3
6,val,transformer,MSE,0.11604440212249756,random_no_constants,7,50,10,40,30,40,100,2,40,3
7,val,transformer,Misrankings score,0.7433333333333333,random_no_constants,7,50,10,40,30,40,100,2,40,3
8,val,transformer,Loss,0.9335305080980469,random_no_constants,7,50,10,40,30,40,100,2,40,3
9,val,dummy,MSE,0.10777199268341064,random_no_constants,7,50,10,40,30,40,100,2,40,3
10,val,dummy,Misrankings score,0.765,random_no_constants,7,50,10,40,30,40,100,2,40,3
11,val,dummy,Loss,0.9335305080980469,random_no_constants,7,50,10,40,30,40,100,2,40,3
12,tune,transformer,MSE,0.12138324975967407,random_no_constants,7,50,10,40,30,40,100,2,40,3
13,tune,transformer,Misrankings score,0.7504145936981758,random_no_constants,7,50,10,40,30,40,100,2,40,3
14,tune,transformer,Loss,0.9302947713080031,random_no_constants,7,50,10,40,30,40,100,2,40,3
15,tune,dummy,MSE,0.11087074130773544,random_no_constants,7,50,10,40,30,40,100,2,40,3
16,tune,dummy,Misrankings score,0.7603648424543947,random_no_constants,7,50,10,40,30,40,100,2,40,3
17,tune,dummy,Loss,0.9302947713080031,random_no_constants,7,50,10,40,30,40,100,2,40,3
18,test,transformer,MSE,0.12138324975967407,random_no_constants,7,50,10,40,30,40,100,2,40,3
19,test,transformer,Misrankings score,0.7504145936981758,random_no_constants,7,50,10,40,30,40,100,2,40,3
20,test,transformer,Loss,0.9302947713080031,random_no_constants,7,50,10,40,30,40,100,2,40,3
21,test,dummy,MSE,0.11087074130773544,random_no_constants,7,50,10,40,30,40,100,2,40,3
22,test,dummy,Misrankings score,0.7603648424543947,random_no_constants,7,50,10,40,30,40,100,2,40,3
23,test,dummy,Loss,0.9302947713080031,random_no_constants,7,50,10,40,30,40,100,2,40,3
24,test,ELA,Loss,0.9506625787309932,random_no_constants,7,50,10,40,30,40,100,2,40,3
0,train,transformer,MSE,0.1107158213853836,random_no_constants,8,50,10,90,30,20,60,1,100,1
1,train,transformer,Misrankings score,0.7630124777183601,random_no_constants,8,50,10,90,30,20,60,1,100,1
2,train,transformer,Loss,0.9338168752978344,random_no_constants,8,50,10,90,30,20,60,1,100,1
3,train,dummy,MSE,0.10230810195207596,random_no_constants,8,50,10,90,30,20,60,1,100,1
4,train,dummy,Misrankings score,0.7627450980392156,random_no_constants,8,50,10,90,30,20,60,1,100,1
5,train,dummy,Loss,0.9354886957470141,random_no_constants,8,50,10,90,30,20,60,1,100,1
6,val,transformer,MSE,0.11740413308143616,random_no_constants,8,50,10,90,30,20,60,1,100,1
7,val,transformer,Misrankings score,0.7508333333333334,random_no_constants,8,50,10,90,30,20,60,1,100,1
8,val,transformer,Loss,0.9533966995444644,random_no_constants,8,50,10,90,30,20,60,1,100,1
9,val,dummy,MSE,0.10885448008775711,random_no_constants,8,50,10,90,30,20,60,1,100,1
10,val,dummy,Misrankings score,0.7425,random_no_constants,8,50,10,90,30,20,60,1,100,1
11,val,dummy,Loss,0.9520798222389567,random_no_constants,8,50,10,90,30,20,60,1,100,1
12,tune,transformer,MSE,0.10574460029602051,random_no_constants,8,50,10,90,30,20,60,1,100,1
13,tune,transformer,Misrankings score,0.7719734660033167,random_no_constants,8,50,10,90,30,20,60,1,100,1
14,tune,transformer,Loss,0.947466453235551,random_no_constants,8,50,10,90,30,20,60,1,100,1
15,tune,dummy,MSE,0.09987294673919678,random_no_constants,8,50,10,90,30,20,60,1,100,1
16,tune,dummy,Misrankings score,0.7694859038142621,random_no_constants,8,50,10,90,30,20,60,1,100,1
17,tune,dummy,Loss,0.9474697830965938,random_no_constants,8,50,10,90,30,20,60,1,100,1
18,test,transformer,MSE,0.10574460029602051,random_no_constants,8,50,10,90,30,20,60,1,100,1
19,test,transformer,Misrankings score,0.7719734660033167,random_no_constants,8,50,10,90,30,20,60,1,100,1
20,test,transformer,Loss,0.947466453235551,random_no_constants,8,50,10,90,30,20,60,1,100,1
21,test,dummy,MSE,0.09987294673919678,random_no_constants,8,50,10,90,30,20,60,1,100,1
22,test,dummy,Misrankings score,0.7694859038142621,random_no_constants,8,50,10,90,30,20,60,1,100,1
23,test,dummy,Loss,0.9474697830965938,random_no_constants,8,50,10,90,30,20,60,1,100,1
24,test,ELA,Loss,0.9518454531816819,random_no_constants,8,50,10,90,30,20,60,1,100,1
0,train,transformer,MSE,0.09822091460227966,random_no_constants,9,50,10,60,30,20,20,3,20,1
1,train,transformer,Misrankings score,0.764349376114082,random_no_constants,9,50,10,60,30,20,20,3,20,1
2,train,transformer,Loss,0.934041335892321,random_no_constants,9,50,10,60,30,20,20,3,20,1
3,train,dummy,MSE,0.10336244106292725,random_no_constants,9,50,10,60,30,20,20,3,20,1
4,train,dummy,Misrankings score,0.7615864527629234,random_no_constants,9,50,10,60,30,20,20,3,20,1
5,train,dummy,Loss,0.9353457588523499,random_no_constants,9,50,10,60,30,20,20,3,20,1
6,val,transformer,MSE,0.10513389110565186,random_no_constants,9,50,10,60,30,20,20,3,20,1
7,val,transformer,Misrankings score,0.77,random_no_constants,9,50,10,60,30,20,20,3,20,1
8,val,transformer,Loss,0.9243347691776398,random_no_constants,9,50,10,60,30,20,20,3,20,1
9,val,dummy,MSE,0.11139589548110962,random_no_constants,9,50,10,60,30,20,20,3,20,1
10,val,dummy,Misrankings score,0.76,random_no_constants,9,50,10,60,30,20,20,3,20,1
11,val,dummy,Loss,0.9226846240286346,random_no_constants,9,50,10,60,30,20,20,3,20,1
12,tune,transformer,MSE,0.09038779139518738,random_no_constants,9,50,10,60,30,20,20,3,20,1
13,tune,transformer,Misrankings score,0.7719734660033167,random_no_constants,9,50,10,60,30,20,20,3,20,1
14,tune,transformer,Loss,0.940330266214204,random_no_constants,9,50,10,60,30,20,20,3,20,1
15,tune,dummy,MSE,0.09477867931127548,random_no_constants,9,50,10,60,30,20,20,3,20,1
16,tune,dummy,Misrankings score,0.7653399668325042,random_no_constants,9,50,10,60,30,20,20,3,20,1
17,tune,dummy,Loss,0.9437153410771456,random_no_constants,9,50,10,60,30,20,20,3,20,1
18,test,transformer,MSE,0.09038779139518738,random_no_constants,9,50,10,60,30,20,20,3,20,1
19,test,transformer,Misrankings score,0.7719734660033167,random_no_constants,9,50,10,60,30,20,20,3,20,1
20,test,transformer,Loss,0.940330266214204,random_no_constants,9,50,10,60,30,20,20,3,20,1
21,test,dummy,MSE,0.09477867931127548,random_no_constants,9,50,10,60,30,20,20,3,20,1
22,test,dummy,Misrankings score,0.7653399668325042,random_no_constants,9,50,10,60,30,20,20,3,20,1
23,test,dummy,Loss,0.9437153410771456,random_no_constants,9,50,10,60,30,20,20,3,20,1
24,test,ELA,Loss,0.950859731146038,random_no_constants,9,50,10,60,30,20,20,3,20,1
