,test_benchmark,model,score,value,train_benchmark,fold,sample_count_dimension_factor,budget
9,val,dummy,MSE,0.1171538308262825,random_no_constants,7,50,30
10,val,dummy,Misrankings score,0.744668911335578,random_no_constants,7,50,30
11,val,dummy,Loss,0.9723837752673947,random_no_constants,7,50,30
12,test,transformer,MSE,0.1001683697104454,random_no_constants,7,50,30
13,test,transformer,Misrankings score,0.7575757575757576,random_no_constants,7,50,30
14,test,transformer,Loss,0.9741132044385524,random_no_constants,7,50,30
15,test,dummy,MSE,0.12410394847393036,random_no_constants,7,50,30
16,test,dummy,Misrankings score,0.7382154882154882,random_no_constants,7,50,30
17,test,dummy,Loss,0.9741132044385524,random_no_constants,7,50,30
18,test,ELA,Loss,0.975034475754245,random_no_constants,7,50,30
0,train,transformer,MSE,0.08773788809776306,random_no_constants,8,50,30
1,train,transformer,Misrankings score,0.7762420957542909,random_no_constants,8,50,30
2,train,transformer,Loss,0.9661319356510599,random_no_constants,8,50,30
3,train,dummy,MSE,0.11724779009819031,random_no_constants,8,50,30
4,train,dummy,Misrankings score,0.7486901535682023,random_no_constants,8,50,30
5,train,dummy,Loss,0.9661319356510599,random_no_constants,8,50,30
6,val,transformer,MSE,0.09153782576322556,random_no_constants,8,50,30
7,val,transformer,Misrankings score,0.7679573512906847,random_no_constants,8,50,30
8,val,transformer,Loss,0.9719668976643315,random_no_constants,8,50,30
9,val,dummy,MSE,0.11496201157569885,random_no_constants,8,50,30
10,val,dummy,Misrankings score,0.749438832772166,random_no_constants,8,50,30
11,val,dummy,Loss,0.9719668976643315,random_no_constants,8,50,30
12,test,transformer,MSE,0.08657531440258026,random_no_constants,8,50,30
13,test,transformer,Misrankings score,0.7895622895622896,random_no_constants,8,50,30
14,test,transformer,Loss,0.9826098585204948,random_no_constants,8,50,30
15,test,dummy,MSE,0.11416802555322647,random_no_constants,8,50,30
16,test,dummy,Misrankings score,0.7634680134680135,random_no_constants,8,50,30
17,test,dummy,Loss,0.9826098585204948,random_no_constants,8,50,30
18,test,ELA,Loss,0.9733304098774903,random_no_constants,8,50,30
0,train,transformer,MSE,0.08115139603614807,random_no_constants,9,50,30
1,train,transformer,Misrankings score,0.7799457994579946,random_no_constants,9,50,30
2,train,transformer,Loss,0.9669141401217902,random_no_constants,9,50,30
3,train,dummy,MSE,0.11725850403308868,random_no_constants,9,50,30
4,train,dummy,Misrankings score,0.7495934959349594,random_no_constants,9,50,30
5,train,dummy,Loss,0.9669141401217902,random_no_constants,9,50,30
6,val,transformer,MSE,0.08712983131408691,random_no_constants,9,50,30
7,val,transformer,Misrankings score,0.7859147025813692,random_no_constants,9,50,30
8,val,transformer,Loss,0.9745466563527707,random_no_constants,9,50,30
9,val,dummy,MSE,0.11361999809741974,random_no_constants,9,50,30
10,val,dummy,Misrankings score,0.754769921436588,random_no_constants,9,50,30
11,val,dummy,Loss,0.9745466563527707,random_no_constants,9,50,30
12,test,transformer,MSE,0.08415496349334717,random_no_constants,9,50,30
13,test,transformer,Misrankings score,0.7634680134680135,random_no_constants,9,50,30
14,test,transformer,Loss,0.9675818589779177,random_no_constants,9,50,30
15,test,dummy,MSE,0.11807343363761902,random_no_constants,9,50,30
16,test,dummy,Misrankings score,0.7390572390572391,random_no_constants,9,50,30
17,test,dummy,Loss,0.9675818589779177,random_no_constants,9,50,30
18,test,ELA,Loss,0.9704404870516968,random_no_constants,9,50,30
