,test_benchmark,model,score,value,train_benchmark,fold,sample_count_dimension_factor,budget
7,val,transformer,Misrankings score,0.7677642980935875,random_no_constants,4,50,10
8,val,transformer,Loss,0.9280916776507157,random_no_constants,4,50,10
9,val,dummy,MSE,0.12193048000335693,random_no_constants,4,50,10
10,val,dummy,Misrankings score,0.729636048526863,random_no_constants,4,50,10
11,val,dummy,Loss,0.9170169902818758,random_no_constants,4,50,10
12,test,transformer,MSE,0.10265542566776276,random_no_constants,4,50,10
13,test,transformer,Misrankings score,0.7582037996545768,random_no_constants,4,50,10
14,test,transformer,Loss,0.8943310294308707,random_no_constants,4,50,10
15,test,dummy,MSE,0.13316580653190613,random_no_constants,4,50,10
16,test,dummy,Misrankings score,0.7305699481865285,random_no_constants,4,50,10
17,test,dummy,Loss,0.8847402041497547,random_no_constants,4,50,10
18,test,ELA,Loss,0.9313397842482792,random_no_constants,4,50,10
0,train,transformer,MSE,0.07860532402992249,random_no_constants,5,50,10
1,train,transformer,Misrankings score,0.7888579387186629,random_no_constants,5,50,10
2,train,transformer,Loss,0.9241494340442076,random_no_constants,5,50,10
3,train,dummy,MSE,0.12427482008934021,random_no_constants,5,50,10
4,train,dummy,Misrankings score,0.7239554317548746,random_no_constants,5,50,10
5,train,dummy,Loss,0.9125567380383873,random_no_constants,5,50,10
6,val,transformer,MSE,0.07970934361219406,random_no_constants,5,50,10
7,val,transformer,Misrankings score,0.7868284228769498,random_no_constants,5,50,10
8,val,transformer,Loss,0.9198376530268664,random_no_constants,5,50,10
9,val,dummy,MSE,0.12612688541412354,random_no_constants,5,50,10
10,val,dummy,Misrankings score,0.7253032928942807,random_no_constants,5,50,10
11,val,dummy,Loss,0.9046865306118516,random_no_constants,5,50,10
12,test,transformer,MSE,0.08234351128339767,random_no_constants,5,50,10
13,test,transformer,Misrankings score,0.7944732297063903,random_no_constants,5,50,10
14,test,transformer,Loss,0.921129239287697,random_no_constants,5,50,10
15,test,dummy,MSE,0.1280980408191681,random_no_constants,5,50,10
16,test,dummy,Misrankings score,0.7322970639032815,random_no_constants,5,50,10
17,test,dummy,Loss,0.9045258908280597,random_no_constants,5,50,10
18,test,ELA,Loss,0.9317063926780133,random_no_constants,5,50,10
0,train,transformer,MSE,0.08112962543964386,random_no_constants,6,50,10
1,train,transformer,Misrankings score,0.7784586815227483,random_no_constants,6,50,10
2,train,transformer,Loss,0.9278961609353443,random_no_constants,6,50,10
3,train,dummy,MSE,0.12471334636211395,random_no_constants,6,50,10
4,train,dummy,Misrankings score,0.7225626740947075,random_no_constants,6,50,10
5,train,dummy,Loss,0.9134388681934668,random_no_constants,6,50,10
6,val,transformer,MSE,0.08476534485816956,random_no_constants,6,50,10
7,val,transformer,Misrankings score,0.7801848642403235,random_no_constants,6,50,10
8,val,transformer,Loss,0.9303233785764365,random_no_constants,6,50,10
9,val,dummy,MSE,0.12505388259887695,random_no_constants,6,50,10
10,val,dummy,Misrankings score,0.7284806470248412,random_no_constants,6,50,10
11,val,dummy,Loss,0.9083007889018878,random_no_constants,6,50,10
12,test,transformer,MSE,0.09487862884998322,random_no_constants,6,50,10
13,test,transformer,Misrankings score,0.768566493955095,random_no_constants,6,50,10
14,test,transformer,Loss,0.8922791097868306,random_no_constants,6,50,10
15,test,dummy,MSE,0.12762725353240967,random_no_constants,6,50,10
16,test,dummy,Misrankings score,0.7357512953367875,random_no_constants,6,50,10
17,test,dummy,Loss,0.8855163019072368,random_no_constants,6,50,10
18,test,ELA,Loss,0.9191715581879236,random_no_constants,6,50,10
0,train,transformer,MSE,0.07679692655801773,random_no_constants,7,50,10
1,train,transformer,Misrankings score,0.7896935933147632,random_no_constants,7,50,10
2,train,transformer,Loss,0.9258637864627236,random_no_constants,7,50,10
3,train,dummy,MSE,0.12412513792514801,random_no_constants,7,50,10
4,train,dummy,Misrankings score,0.7264623955431755,random_no_constants,7,50,10
5,train,dummy,Loss,0.9117575207251798,random_no_constants,7,50,10
6,val,transformer,MSE,0.08296560496091843,random_no_constants,7,50,10
7,val,transformer,Misrankings score,0.7871172732524552,random_no_constants,7,50,10
8,val,transformer,Loss,0.9173104250961289,random_no_constants,7,50,10
9,val,dummy,MSE,0.12358452379703522,random_no_constants,7,50,10
10,val,dummy,Misrankings score,0.7284806470248412,random_no_constants,7,50,10
11,val,dummy,Loss,0.9110511737077522,random_no_constants,7,50,10
12,test,transformer,MSE,0.08202855288982391,random_no_constants,7,50,10
13,test,transformer,Misrankings score,0.7910189982728842,random_no_constants,7,50,10
14,test,transformer,Loss,0.913642264561404,random_no_constants,7,50,10
15,test,dummy,MSE,0.1371271014213562,random_no_constants,7,50,10
16,test,dummy,Misrankings score,0.6994818652849741,random_no_constants,7,50,10
17,test,dummy,Loss,0.8929310515061565,random_no_constants,7,50,10
18,test,ELA,Loss,0.9229215528896476,random_no_constants,7,50,10
0,train,transformer,MSE,0.07981649786233902,random_no_constants,8,50,10
1,train,transformer,Misrankings score,0.7853296193129062,random_no_constants,8,50,10
2,train,transformer,Loss,0.9217639878876296,random_no_constants,8,50,10
3,train,dummy,MSE,0.1251869797706604,random_no_constants,8,50,10
4,train,dummy,Misrankings score,0.7231197771587744,random_no_constants,8,50,10
5,train,dummy,Loss,0.9080978524015805,random_no_constants,8,50,10
6,val,transformer,MSE,0.07620608806610107,random_no_constants,8,50,10
7,val,transformer,Misrankings score,0.793471981513576,random_no_constants,8,50,10
8,val,transformer,Loss,0.9248353491347846,random_no_constants,8,50,10
9,val,dummy,MSE,0.12394141405820847,random_no_constants,8,50,10
10,val,dummy,Misrankings score,0.7316580011554015,random_no_constants,8,50,10
11,val,dummy,Loss,0.9135342590448436,random_no_constants,8,50,10
12,test,transformer,MSE,0.07171959429979324,random_no_constants,8,50,10
13,test,transformer,Misrankings score,0.7944732297063903,random_no_constants,8,50,10
14,test,transformer,Loss,0.9382919703523326,random_no_constants,8,50,10
15,test,dummy,MSE,0.12651753425598145,random_no_constants,8,50,10
16,test,dummy,Misrankings score,0.7210708117443869,random_no_constants,8,50,10
17,test,dummy,Loss,0.9195443385598301,random_no_constants,8,50,10
18,test,ELA,Loss,0.9487788268859912,random_no_constants,8,50,10
0,train,transformer,MSE,0.06941822916269302,random_no_constants,9,50,10
1,train,transformer,Misrankings score,0.8068709377901578,random_no_constants,9,50,10
2,train,transformer,Loss,0.9317358963598595,random_no_constants,9,50,10
3,train,dummy,MSE,0.12315677106380463,random_no_constants,9,50,10
4,train,dummy,Misrankings score,0.727205199628598,random_no_constants,9,50,10
5,train,dummy,Loss,0.913872241392325,random_no_constants,9,50,10
6,val,transformer,MSE,0.07956290245056152,random_no_constants,9,50,10
7,val,transformer,Misrankings score,0.7885615251299827,random_no_constants,9,50,10
8,val,transformer,Loss,0.9155160116123234,random_no_constants,9,50,10
9,val,dummy,MSE,0.12882861495018005,random_no_constants,9,50,10
10,val,dummy,Misrankings score,0.7209705372616985,random_no_constants,9,50,10
11,val,dummy,Loss,0.8960007016672512,random_no_constants,9,50,10
12,test,transformer,MSE,0.07763122022151947,random_no_constants,9,50,10
13,test,transformer,Misrankings score,0.7858376511226253,random_no_constants,9,50,10
14,test,transformer,Loss,0.9237799299862767,random_no_constants,9,50,10
15,test,dummy,MSE,0.13070261478424072,random_no_constants,9,50,10
16,test,dummy,Misrankings score,0.7150259067357513,random_no_constants,9,50,10
17,test,dummy,Loss,0.9182585062721837,random_no_constants,9,50,10
18,test,ELA,Loss,0.9399375549877081,random_no_constants,9,50,10
