,test_benchmark,model,score,value,train_benchmark,fold,sample_count_dimension_factor,budget
8,val,transformer,Loss,0.8930622313720052,random_no_constants,7,50,30
9,val,dummy,MSE,0.13152112066745758,random_no_constants,7,50,30
10,val,dummy,Misrankings score,0.5819570921438494,random_no_constants,7,50,30
11,val,dummy,Loss,0.8290039106790977,random_no_constants,7,50,30
12,test,transformer,MSE,0.07039172947406769,random_no_constants,7,50,30
13,test,transformer,Misrankings score,0.7145823719427781,random_no_constants,7,50,30
14,test,transformer,Loss,0.9039776126630257,random_no_constants,7,50,30
15,test,dummy,MSE,0.13137684762477875,random_no_constants,7,50,30
16,test,dummy,Misrankings score,0.5746039070912168,random_no_constants,7,50,30
17,test,dummy,Loss,0.8239912398231953,random_no_constants,7,50,30
18,test,ELA,Loss,0.932757647932327,random_no_constants,7,50,30
0,train,transformer,MSE,0.077953040599823,random_no_constants,8,50,30
1,train,transformer,Misrankings score,0.7202593621807596,random_no_constants,8,50,30
2,train,transformer,Loss,0.8944736365369925,random_no_constants,8,50,30
3,train,dummy,MSE,0.13419385254383087,random_no_constants,8,50,30
4,train,dummy,Misrankings score,0.578296612412333,random_no_constants,8,50,30
5,train,dummy,Loss,0.8339870117808693,random_no_constants,8,50,30
6,val,transformer,MSE,0.0825260803103447,random_no_constants,8,50,30
7,val,transformer,Misrankings score,0.7208931419457735,random_no_constants,8,50,30
8,val,transformer,Loss,0.8864123471986821,random_no_constants,8,50,30
9,val,dummy,MSE,0.14208972454071045,random_no_constants,8,50,30
10,val,dummy,Misrankings score,0.5774296444924628,random_no_constants,8,50,30
11,val,dummy,Loss,0.8245870781382864,random_no_constants,8,50,30
12,test,transformer,MSE,0.05783272907137871,random_no_constants,8,50,30
13,test,transformer,Misrankings score,0.7468850946008306,random_no_constants,8,50,30
14,test,transformer,Loss,0.9156478604464886,random_no_constants,8,50,30
15,test,dummy,MSE,0.12096946686506271,random_no_constants,8,50,30
16,test,dummy,Misrankings score,0.5773727118904783,random_no_constants,8,50,30
17,test,dummy,Loss,0.8443306783969613,random_no_constants,8,50,30
18,test,ELA,Loss,0.9254686222084479,random_no_constants,8,50,30
0,train,transformer,MSE,0.07268968969583511,random_no_constants,9,50,30
1,train,transformer,Misrankings score,0.7146767897313749,random_no_constants,9,50,30
2,train,transformer,Loss,0.902539060668747,random_no_constants,9,50,30
3,train,dummy,MSE,0.13208846747875214,random_no_constants,9,50,30
4,train,dummy,Misrankings score,0.5828453751488686,random_no_constants,9,50,30
5,train,dummy,Loss,0.8379989196890323,random_no_constants,9,50,30
6,val,transformer,MSE,0.07946190237998962,random_no_constants,9,50,30
7,val,transformer,Misrankings score,0.706256109481916,random_no_constants,9,50,30
8,val,transformer,Loss,0.8878993462748612,random_no_constants,9,50,30
9,val,dummy,MSE,0.14401490986347198,random_no_constants,9,50,30
10,val,dummy,Misrankings score,0.577172403148634,random_no_constants,9,50,30
11,val,dummy,Loss,0.8104931115400741,random_no_constants,9,50,30
12,test,transformer,MSE,0.08061609417200089,random_no_constants,9,50,30
13,test,transformer,Misrankings score,0.7054299338563298,random_no_constants,9,50,30
14,test,transformer,Loss,0.9010636133569152,random_no_constants,9,50,30
15,test,dummy,MSE,0.1350390762090683,random_no_constants,9,50,30
16,test,dummy,Misrankings score,0.5850638363328718,random_no_constants,9,50,30
17,test,dummy,Loss,0.8491607851918471,random_no_constants,9,50,30
18,test,ELA,Loss,0.9197408699173962,random_no_constants,9,50,30
