,test_benchmark,model,score,value,train_benchmark,fold,sample_count_dimension_factor,budget
0,train,transformer,MSE,0.06585531681776047,random_no_constants,0,50,10
1,train,transformer,Misrankings score,0.6926465744400527,random_no_constants,0,50,10
2,train,transformer,Loss,0.8944623643947148,random_no_constants,0,50,10
3,train,dummy,MSE,0.12203133851289749,random_no_constants,0,50,10
4,train,dummy,Misrankings score,0.5242259552042161,random_no_constants,0,50,10
5,train,dummy,Loss,0.8183927637097462,random_no_constants,0,50,10
6,val,transformer,MSE,0.06127242371439934,random_no_constants,0,50,10
7,val,transformer,Misrankings score,0.7011998154130133,random_no_constants,0,50,10
8,val,transformer,Loss,0.9051368014331321,random_no_constants,0,50,10
9,val,dummy,MSE,0.1209489107131958,random_no_constants,0,50,10
10,val,dummy,Misrankings score,0.5236886632825719,random_no_constants,0,50,10
11,val,dummy,Loss,0.8156540208603529,random_no_constants,0,50,10
12,test,transformer,MSE,0.06402911990880966,random_no_constants,0,50,10
13,test,transformer,Misrankings score,0.6876339149066422,random_no_constants,0,50,10
14,test,transformer,Loss,0.8821128018070666,random_no_constants,0,50,10
15,test,dummy,MSE,0.12127494812011719,random_no_constants,0,50,10
16,test,dummy,Misrankings score,0.5399449035812672,random_no_constants,0,50,10
17,test,dummy,Loss,0.7863752756374983,random_no_constants,0,50,10
18,test,ELA,Loss,0.908802352537946,random_no_constants,0,50,10
0,train,transformer,MSE,0.06487634032964706,random_no_constants,1,50,10
1,train,transformer,Misrankings score,0.702733860342556,random_no_constants,1,50,10
2,train,transformer,Loss,0.8981376460191779,random_no_constants,1,50,10
3,train,dummy,MSE,0.12222997099161148,random_no_constants,1,50,10
4,train,dummy,Misrankings score,0.5242918313570487,random_no_constants,1,50,10
5,train,dummy,Loss,0.8166116671419407,random_no_constants,1,50,10
6,val,transformer,MSE,0.06397242099046707,random_no_constants,1,50,10
7,val,transformer,Misrankings score,0.6918679177562427,random_no_constants,1,50,10
8,val,transformer,Loss,0.9044123846675369,random_no_constants,1,50,10
9,val,dummy,MSE,0.12285331636667252,random_no_constants,1,50,10
10,val,dummy,Misrankings score,0.5281238783776855,random_no_constants,1,50,10
11,val,dummy,Loss,0.8081567953353069,random_no_constants,1,50,10
12,test,transformer,MSE,0.06326074153184891,random_no_constants,1,50,10
13,test,transformer,Misrankings score,0.7041628405264769,random_no_constants,1,50,10
14,test,transformer,Loss,0.8983971740263011,random_no_constants,1,50,10
15,test,dummy,MSE,0.11387147754430771,random_no_constants,1,50,10
16,test,dummy,Misrankings score,0.5260942760942761,random_no_constants,1,50,10
17,test,dummy,Loss,0.8253049623549961,random_no_constants,1,50,10
18,test,ELA,Loss,0.9036543510284448,random_no_constants,1,50,10
0,train,transformer,MSE,0.06680623441934586,random_no_constants,2,50,10
1,train,transformer,Misrankings score,0.6847167325428195,random_no_constants,2,50,10
2,train,transformer,Loss,0.8931001091403775,random_no_constants,2,50,10
3,train,dummy,MSE,0.12130650132894516,random_no_constants,2,50,10
4,train,dummy,Misrankings score,0.5289361001317523,random_no_constants,2,50,10
5,train,dummy,Loss,0.8178338985163032,random_no_constants,2,50,10
6,val,transformer,MSE,0.07263221591711044,random_no_constants,2,50,10
7,val,transformer,Misrankings score,0.6762805722196585,random_no_constants,2,50,10
8,val,transformer,Loss,0.8914174091319791,random_no_constants,2,50,10
9,val,dummy,MSE,0.12209822982549667,random_no_constants,2,50,10
10,val,dummy,Misrankings score,0.527226580526073,random_no_constants,2,50,10
