,test_benchmark,model,score,value,train_benchmark,fold,sample_count_dimension_factor,budget,d_model,d_k,d_v,fc_size,n_heads,d_ff,n_layers
0,train,transformer,MSE,0.1067294105887413,random_no_constants,0,50,50,30,10,40,100,1,20,2
1,train,transformer,Misrankings score,0.7032085561497327,random_no_constants,0,50,50,30,10,40,100,1,20,2
2,train,transformer,Loss,0.8877180698211453,random_no_constants,0,50,50,30,10,40,100,1,20,2
3,train,dummy,MSE,0.14049072563648224,random_no_constants,0,50,50,30,10,40,100,1,20,2
4,train,dummy,Misrankings score,0.6195045562830059,random_no_constants,0,50,50,30,10,40,100,1,20,2
5,train,dummy,Loss,0.8432655781998843,random_no_constants,0,50,50,30,10,40,100,1,20,2
6,val,transformer,MSE,0.10203901678323746,random_no_constants,0,50,50,30,10,40,100,1,20,2
7,val,transformer,Misrankings score,0.6981351981351981,random_no_constants,0,50,50,30,10,40,100,1,20,2
8,val,transformer,Loss,0.8723067086240713,random_no_constants,0,50,50,30,10,40,100,1,20,2
9,val,dummy,MSE,0.13994352519512177,random_no_constants,0,50,50,30,10,40,100,1,20,2
10,val,dummy,Misrankings score,0.6059829059829059,random_no_constants,0,50,50,30,10,40,100,1,20,2
11,val,dummy,Loss,0.8260027552424631,random_no_constants,0,50,50,30,10,40,100,1,20,2
12,tune,transformer,MSE,0.10658925771713257,random_no_constants,0,50,50,30,10,40,100,1,20,2
13,tune,transformer,Misrankings score,0.7195804195804196,random_no_constants,0,50,50,30,10,40,100,1,20,2
14,tune,transformer,Loss,0.8991630989504599,random_no_constants,0,50,50,30,10,40,100,1,20,2
15,tune,dummy,MSE,0.14887617528438568,random_no_constants,0,50,50,30,10,40,100,1,20,2
16,tune,dummy,Misrankings score,0.6171717171717171,random_no_constants,0,50,50,30,10,40,100,1,20,2
17,tune,dummy,Loss,0.8661683503274453,random_no_constants,0,50,50,30,10,40,100,1,20,2
18,test,transformer,MSE,0.10658925771713257,random_no_constants,0,50,50,30,10,40,100,1,20,2
19,test,transformer,Misrankings score,0.7195804195804196,random_no_constants,0,50,50,30,10,40,100,1,20,2
20,test,transformer,Loss,0.8991630989504599,random_no_constants,0,50,50,30,10,40,100,1,20,2
21,test,dummy,MSE,0.14887617528438568,random_no_constants,0,50,50,30,10,40,100,1,20,2
22,test,dummy,Misrankings score,0.6171717171717171,random_no_constants,0,50,50,30,10,40,100,1,20,2
23,test,dummy,Loss,0.8661683503274453,random_no_constants,0,50,50,30,10,40,100,1,20,2
24,test,ELA,Loss,0.9045345580556261,random_no_constants,0,50,50,30,10,40,100,1,20,2
0,train,transformer,MSE,0.0924437940120697,random_no_constants,1,50,50,30,30,30,40,3,20,2
1,train,transformer,Misrankings score,0.6702233994702383,random_no_constants,1,50,50,30,30,30,40,3,20,2
2,train,transformer,Loss,0.8813106561423285,random_no_constants,1,50,50,30,30,30,40,3,20,2
3,train,dummy,MSE,0.1378939300775528,random_no_constants,1,50,50,30,30,30,40,3,20,2
4,train,dummy,Misrankings score,0.6082762756759458,random_no_constants,1,50,50,30,30,30,40,3,20,2
5,train,dummy,Loss,0.8467600678245715,random_no_constants,1,50,50,30,30,30,40,3,20,2
6,val,transformer,MSE,0.11288291215896606,random_no_constants,1,50,50,30,30,30,40,3,20,2
7,val,transformer,Misrankings score,0.6642579642579642,random_no_constants,1,50,50,30,30,30,40,3,20,2
8,val,transformer,Loss,0.8358945803088685,random_no_constants,1,50,50,30,30,30,40,3,20,2
9,val,dummy,MSE,0.15299402177333832,random_no_constants,1,50,50,30,30,30,40,3,20,2
10,val,dummy,Misrankings score,0.6070707070707071,random_no_constants,1,50,50,30,30,30,40,3,20,2
11,val,dummy,Loss,0.8554851827339389,random_no_constants,1,50,50,30,30,30,40,3,20,2
12,tune,transformer,MSE,0.09986099600791931,random_no_constants,1,50,50,30,30,30,40,3,20,2
13,tune,transformer,Misrankings score,0.6752136752136753,random_no_constants,1,50,50,30,30,30,40,3,20,2
14,tune,transformer,Loss,0.8816305801619352,random_no_constants,1,50,50,30,30,30,40,3,20,2
15,tune,dummy,MSE,0.14213545620441437,random_no_constants,1,50,50,30,30,30,40,3,20,2
16,tune,dummy,Misrankings score,0.6128982128982129,random_no_constants,1,50,50,30,30,30,40,3,20,2
17,tune,dummy,Loss,0.8393762637312762,random_no_constants,1,50,50,30,30,30,40,3,20,2
18,test,transformer,MSE,0.09986099600791931,random_no_constants,1,50,50,30,30,30,40,3,20,2
19,test,transformer,Misrankings score,0.6752136752136753,random_no_constants,1,50,50,30,30,30,40,3,20,2
20,test,transformer,Loss,0.8816305801619352,random_no_constants,1,50,50,30,30,30,40,3,20,2
21,test,dummy,MSE,0.14213545620441437,random_no_constants,1,50,50,30,30,30,40,3,20,2
22,test,dummy,Misrankings score,0.6128982128982129,random_no_constants,1,50,50,30,30,30,40,3,20,2
23,test,dummy,Loss,0.8393762637312762,random_no_constants,1,50,50,30,30,30,40,3,20,2
24,test,ELA,Loss,0.9169034232602756,random_no_constants,1,50,50,30,30,30,40,3,20,2
0,train,transformer,MSE,0.08795305341482162,random_no_constants,2,50,50,50,40,40,20,3,40,2
1,train,transformer,Misrankings score,0.6976110750162426,random_no_constants,2,50,50,50,40,40,20,3,40,2
2,train,transformer,Loss,0.8906842181723172,random_no_constants,2,50,50,50,40,40,20,3,40,2
3,train,dummy,MSE,0.14133423566818237,random_no_constants,2,50,50,50,40,40,20,3,40,2
4,train,dummy,Misrankings score,0.6167724523964216,random_no_constants,2,50,50,50,40,40,20,3,40,2
5,train,dummy,Loss,0.8431351715165404,random_no_constants,2,50,50,50,40,40,20,3,40,2
6,val,transformer,MSE,0.08021021634340286,random_no_constants,2,50,50,50,40,40,20,3,40,2
7,val,transformer,Misrankings score,0.692929292929293,random_no_constants,2,50,50,50,40,40,20,3,40,2
8,val,transformer,Loss,0.8792908615328808,random_no_constants,2,50,50,50,40,40,20,3,40,2
9,val,dummy,MSE,0.1367434412240982,random_no_constants,2,50,50,50,40,40,20,3,40,2
10,val,dummy,Misrankings score,0.6198135198135198,random_no_constants,2,50,50,50,40,40,20,3,40,2
11,val,dummy,Loss,0.8377542812476632,random_no_constants,2,50,50,50,40,40,20,3,40,2
12,tune,transformer,MSE,0.0938488021492958,random_no_constants,2,50,50,50,40,40,20,3,40,2
13,tune,transformer,Misrankings score,0.6803418803418804,random_no_constants,2,50,50,50,40,40,20,3,40,2
14,tune,transformer,Loss,0.8887216752064458,random_no_constants,2,50,50,50,40,40,20,3,40,2
15,tune,dummy,MSE,0.13779710233211517,random_no_constants,2,50,50,50,40,40,20,3,40,2
16,tune,dummy,Misrankings score,0.6172494172494173,random_no_constants,2,50,50,50,40,40,20,3,40,2
17,tune,dummy,Loss,0.8601553765582681,random_no_constants,2,50,50,50,40,40,20,3,40,2
18,test,transformer,MSE,0.0938488021492958,random_no_constants,2,50,50,50,40,40,20,3,40,2
19,test,transformer,Misrankings score,0.6803418803418804,random_no_constants,2,50,50,50,40,40,20,3,40,2
20,test,transformer,Loss,0.8887216752064458,random_no_constants,2,50,50,50,40,40,20,3,40,2
21,test,dummy,MSE,0.13779710233211517,random_no_constants,2,50,50,50,40,40,20,3,40,2
22,test,dummy,Misrankings score,0.6172494172494173,random_no_constants,2,50,50,50,40,40,20,3,40,2
23,test,dummy,Loss,0.8601553765582681,random_no_constants,2,50,50,50,40,40,20,3,40,2
24,test,ELA,Loss,0.8988165379606549,random_no_constants,2,50,50,50,40,40,20,3,40,2
0,train,transformer,MSE,0.08764409273862839,random_no_constants,3,50,50,100,40,30,40,1,40,3
1,train,transformer,Misrankings score,0.7069651989937862,random_no_constants,3,50,50,100,40,30,40,1,40,3
2,train,transformer,Loss,0.8903552918717125,random_no_constants,3,50,50,100,40,30,40,1,40,3
3,train,dummy,MSE,0.1395867019891739,random_no_constants,3,50,50,100,40,30,40,1,40,3
4,train,dummy,Misrankings score,0.61771369550369,random_no_constants,3,50,50,100,40,30,40,1,40,3
5,train,dummy,Loss,0.8455277042359683,random_no_constants,3,50,50,100,40,30,40,1,40,3
6,val,transformer,MSE,0.08007102459669113,random_no_constants,3,50,50,100,40,30,40,1,40,3
7,val,transformer,Misrankings score,0.7173271173271173,random_no_constants,3,50,50,100,40,30,40,1,40,3
8,val,transformer,Loss,0.8892733121375088,random_no_constants,3,50,50,100,40,30,40,1,40,3
9,val,dummy,MSE,0.13962538540363312,random_no_constants,3,50,50,100,40,30,40,1,40,3
10,val,dummy,Misrankings score,0.6055944055944056,random_no_constants,3,50,50,100,40,30,40,1,40,3
11,val,dummy,Loss,0.8260536814976168,random_no_constants,3,50,50,100,40,30,40,1,40,3
12,tune,transformer,MSE,0.09403660148382187,random_no_constants,3,50,50,100,40,30,40,1,40,3
13,tune,transformer,Misrankings score,0.7113442113442113,random_no_constants,3,50,50,100,40,30,40,1,40,3
14,tune,transformer,Loss,0.9075198293642885,random_no_constants,3,50,50,100,40,30,40,1,40,3
15,tune,dummy,MSE,0.14010515809059143,random_no_constants,3,50,50,100,40,30,40,1,40,3
16,tune,dummy,Misrankings score,0.6242424242424243,random_no_constants,3,50,50,100,40,30,40,1,40,3
17,tune,dummy,Loss,0.8551970883206549,random_no_constants,3,50,50,100,40,30,40,1,40,3
18,test,transformer,MSE,0.09403660148382187,random_no_constants,3,50,50,100,40,30,40,1,40,3
19,test,transformer,Misrankings score,0.7113442113442113,random_no_constants,3,50,50,100,40,30,40,1,40,3
20,test,transformer,Loss,0.9075198293642885,random_no_constants,3,50,50,100,40,30,40,1,40,3
21,test,dummy,MSE,0.14010515809059143,random_no_constants,3,50,50,100,40,30,40,1,40,3
22,test,dummy,Misrankings score,0.6242424242424243,random_no_constants,3,50,50,100,40,30,40,1,40,3
23,test,dummy,Loss,0.8551970883206549,random_no_constants,3,50,50,100,40,30,40,1,40,3
24,test,ELA,Loss,0.9304898119266533,random_no_constants,3,50,50,100,40,30,40,1,40,3
0,train,transformer,MSE,0.07846177369356155,random_no_constants,4,50,50,80,20,10,100,3,40,3
1,train,transformer,Misrankings score,0.7206590367667883,random_no_constants,4,50,50,80,20,10,100,3,40,3
2,train,transformer,Loss,0.8991309935080496,random_no_constants,4,50,50,80,20,10,100,3,40,3
3,train,dummy,MSE,0.1411011964082718,random_no_constants,4,50,50,80,20,10,100,3,40,3
4,train,dummy,Misrankings score,0.6107834807669882,random_no_constants,4,50,50,80,20,10,100,3,40,3
5,train,dummy,Loss,0.8411144307814513,random_no_constants,4,50,50,80,20,10,100,3,40,3
6,val,transformer,MSE,0.08176575601100922,random_no_constants,4,50,50,80,20,10,100,3,40,3
7,val,transformer,Misrankings score,0.7227661227661227,random_no_constants,4,50,50,80,20,10,100,3,40,3
8,val,transformer,Loss,0.9185525407036144,random_no_constants,4,50,50,80,20,10,100,3,40,3
9,val,dummy,MSE,0.1326293796300888,random_no_constants,4,50,50,80,20,10,100,3,40,3
10,val,dummy,Misrankings score,0.624009324009324,random_no_constants,4,50,50,80,20,10,100,3,40,3
11,val,dummy,Loss,0.8647538389413684,random_no_constants,4,50,50,80,20,10,100,3,40,3
12,tune,transformer,MSE,0.08567649871110916,random_no_constants,4,50,50,80,20,10,100,3,40,3
13,tune,transformer,Misrankings score,0.7056721056721057,random_no_constants,4,50,50,80,20,10,100,3,40,3
14,tune,transformer,Loss,0.8774217307566611,random_no_constants,4,50,50,80,20,10,100,3,40,3
15,tune,dummy,MSE,0.14013606309890747,random_no_constants,4,50,50,80,20,10,100,3,40,3
